timestamp,mn_cc,mn_redrt,mn_rre_count,mn_rach_fail,mn_rlf_num,mn_ota_irat,mn_irat,mn_u_r,mn_d_r,mn_u_m,mn_d_m,mn_d_g,mn_u_g,mn_u_b,mn_d_b,mn_txp_md,mn_mtpl,mn_cqi,mn_mac,mn_pu_m_l,mn_pd_m_l,mn_rlf_cause,mn_retr,mn_pp_s,mn_pp_dis,mn_pp_r,mn_ri,mn_prach_cfg,mn_pre_for,mn_o_fail,mn_ph_dis,mn_ssnr,mn_tsnr,mn_path_loss,mn_target_pwr,mn_bandwidth,mn_rsrp_4,mn_snr_4,rf_sul_state,rf_sul_band,mn_ver
2025-10-26 19:54:37.670,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,4,3","21,22,22,23,23","9,7,7,8,7","10,4,10,6,8","6,6,9,14,25","0.00,0.00,0.00,0.01,0.00","0.02,0.03,0.01,0.07,0.04","-3.0,-99.0,-3.0,-3.0,-4.0","0.0,-99.0,0.0,0.0,0.0","-1.0,14.0,-1.0,-1.0,-1.0","69,57,38,15,10","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.02,0.02,-1.00,0.02,-1.00","5383,9264,-99,7027,-99","0.02,0.02,-1.00,0.01,-1.00","471265,386312,545000,582641,615082","-1.0,1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","76,-99,75,75,75","475,-99,494,498,501","20,20,20,20,20","{-83,-94,-94,-256},{-81,-96,-96,-256},{-83,-91,-91,-256}","{-20.00,43.60,-20.00,-20.00},{56.80,69.40,-20.00,-20.00},{56.80,69.40,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:38.819,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,3,4,4","22,22,22,23,22","7,6,8,8,8","11,9,8,6,4","9,6,9,13,4","0.00,0.00,0.00,0.00,0.00","0.00,0.04,0.01,0.03,0.05","-3.0,-3.0,-3.0,-3.0,-6.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","75,32,55,9,29","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.02,0.02,0.02,0.02","-99,6938,7987,5126,4884","-1.00,0.01,0.01,0.01,0.01","620918,529918,564029,598974,630675","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","76,75,75,76,76","478,486,487,501,505","20,20,20,20,20","{-84,-93,-93,-256},{-83,-95,-95,-96},{-81,-95,-95,-256}","{31.20,-7.50,-20.00,-20.00},{-19.90,69.00,25.60,24.80},{-20.00,69.60,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:39.981,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,3,4","22,22,23,23,23","7,7,8,7,7","4,10,6,8,5","6,9,14,25,16","0.00,0.00,0.01,0.00,0.00","0.03,0.01,0.07,0.04,0.05","-99.0,-3.0,-3.0,-4.0,-6.0","-99.0,0.0,0.0,0.0,0.0","14.0,-1.0,-1.0,-1.0,-1.0","57,38,15,10,22","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.02,-1.00,0.02,-1.00,0.02","9264,-99,7027,-99,6420","0.02,-1.00,0.01,-1.00,0.01","386312,545000,582641,615082,645325","1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","-99,75,75,75,75","-99,494,498,501,505","20,20,20,20,20","{-84,-97,-97,-256},{-81,-96,-96,-256},{-81,-98,-98,-256}","{56.80,69.30,-20.00,-20.00},{56.80,17.90,-20.00,-20.00},{5.60,69.20,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:41.144,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,3,4,4,4","22,22,23,22,22","6,8,8,8,7","9,8,6,4,7","6,9,13,4,7","0.00,0.00,0.00,0.00,0.00","0.04,0.01,0.03,0.05,0.01","-3.0,-3.0,-3.0,-6.0,-6.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","32,55,9,29,42","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.02,0.02,0.02,0.02,-1.00","6938,7987,5126,4884,-99","0.01,0.01,0.01,0.01,-1.00","529918,564029,598974,630675,660440","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","75,75,76,76,75","486,487,501,505,499","20,20,20,20,20","{-83,-94,-94,-256},{-83,-95,-95,-256},{-81,-92,-92,-256}","{5.60,18.60,-20.00,-20.00},{56.80,-7.40,-20.00,-20.00},{56.80,18.30,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:42.277,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,3,4,3","22,23,23,23,23","7,8,7,7,11","10,6,8,5,3","9,14,25,16,8","0.00,0.01,0.00,0.00,0.00","0.01,0.07,0.04,0.05,0.00","-3.0,-3.0,-4.0,-6.0,-6.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","38,15,10,22,11","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.02,-1.00,0.02,0.02","-99,7027,-99,6420,6371","-1.00,0.01,-1.00,0.01,0.01","545000,582641,615082,645325,674444","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","75,75,75,75,75","494,498,501,505,505","20,20,20,20,20","{-84,-94,-94,-256},{-83,-91,-91,-256},{-85,-98,-98,-256}","{31.20,-7.90,-20.00,-20.00},{56.80,69.40,-20.00,-20.00},{-20.00,69.10,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:43.537,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","3,4,4,4,4","22,23,22,22,23","8,8,8,7,10","8,6,4,7,8","9,13,4,7,9","0.00,0.00,0.00,0.00,0.03","0.01,0.03,0.05,0.01,0.07","-3.0,-3.0,-6.0,-6.0,-6.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","55,9,29,42,5","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.02,0.02,0.02,-1.00,0.02","7987,5126,4884,-99,2404","0.01,0.01,0.01,-1.00,0.01","564029,598974,630675,660440,690151","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","75,76,76,75,75","487,501,505,499,505","20,20,20,20,20","{-81,-96,-96,-256},{-81,-95,-95,-256},{-81,-95,-95,-256}","{56.80,69.40,-20.00,-20.00},{-20.00,69.60,-20.00,-20.00},{5.60,-7.50,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:44.870,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,4,4","23,22,22,23,23","8,8,7,10,8","6,4,7,8,6","13,4,7,9,15","0.00,0.00,0.00,0.03,0.01","0.03,0.05,0.01,0.07,0.03","-3.0,-6.0,-6.0,-6.0,-6.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","9,29,42,5,13","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.02,0.02,-1.00,0.02,0.02","5126,4884,-99,2404,5591","0.01,0.01,-1.00,0.01,0.01","598974,630675,660440,690151,721463","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","76,76,75,75,76","501,505,499,505,505","20,20,20,20,20","{-81,-96,-96,-256},{-81,-92,-92,-256},{-84,-98,-98,-256}","{56.80,17.90,-20.00,-20.00},{56.80,18.30,-20.00,-20.00},{-20.00,18.10,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:46.183,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","3,4,3,3,4","23,23,23,23,22","7,7,11,8,8","8,5,3,6,8","25,16,8,14,5","0.00,0.00,0.00,0.00,0.00","0.04,0.05,0.00,0.03,0.01","-4.0,-6.0,-6.0,-6.0,-5.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","10,22,11,8,81","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.02,0.02,-1.00,0.01","-99,6420,6371,-99,5292","-1.00,0.01,0.01,-1.00,0.01","615082,645325,674444,705207,740434","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","75,75,75,74,78","501,505,505,505,507","20,20,20,20,20","{-83,-95,-95,-256},{-85,-98,-98,-256},{-82,-96,-96,-256}","{56.80,-7.40,-20.00,-20.00},{-20.00,69.10,-20.00,-20.00},{5.60,69.50,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:47.560,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,4,3","22,22,23,23,23","8,7,10,8,6","4,7,8,6,6","4,7,9,15,14","0.00,0.00,0.03,0.01,0.01","0.05,0.01,0.07,0.03,0.00","-6.0,-6.0,-6.0,-6.0,-7.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","29,42,5,13,11","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.02,-1.00,0.02,0.02,-1.00","4884,-99,2404,5591,-99","0.01,-1.00,0.01,0.01,-1.00","630675,660440,690151,721463,756728","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","76,75,75,76,74","505,499,505,505,504","20,20,20,20,20","{-83,-91,-91,-256},{-81,-95,-95,-256},{-83,-99,-99,-256}","{56.80,69.40,-20.00,-20.00},{5.60,-7.50,-20.00,-20.00},{5.60,-7.70,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:48.829,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,3,4","22,23,23,23,23","7,10,8,6,8","7,8,6,6,5","7,9,15,14,11","0.00,0.03,0.01,0.01,0.00","0.01,0.07,0.03,0.00,0.05","-6.0,-6.0,-6.0,-7.0,-4.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","42,5,13,11,13","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.02,0.02,-1.00,0.01","-99,2404,5591,-99,6701","-1.00,0.01,0.01,-1.00,0.01","660440,690151,721463,756728,787518","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","75,75,76,74,78","499,505,505,504,488","20,20,20,20,20","{-81,-98,-98,-256},{-84,-98,-98,-256},{-81,-97,-97,-256}","{5.60,69.20,-20.00,-20.00},{-20.00,18.10,-20.00,-20.00},{5.60,69.00,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:50.343,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","3,3,4,4,4","23,23,22,23,22","11,8,8,9,12","3,6,8,6,6","8,14,5,14,5","0.00,0.00,0.00,0.00,0.00","0.00,0.03,0.01,0.02,0.04","-6.0,-6.0,-5.0,-6.0,-7.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","11,8,81,22,41","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.02,-1.00,0.01,0.01,0.01","6371,-99,5292,5724,3839","0.01,-1.00,0.01,0.01,0.01","674444,705207,740434,771833,802480","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","75,74,78,75,76","505,505,507,505,505","20,20,20,20,20","{-81,-92,-92,-256},{-82,-96,-96,-256},{-83,-95,-95,-256}","{56.80,18.30,-20.00,-20.00},{5.60,69.50,-20.00,-20.00},{5.60,18.20,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:51.749,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","3,4,4,4,3","23,22,23,22,23","8,8,9,12,7","6,8,6,6,7","14,5,14,5,16","0.00,0.00,0.00,0.00,0.00","0.03,0.01,0.02,0.04,0.04","-6.0,-5.0,-6.0,-7.0,-7.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","8,81,22,41,7","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.01,0.01,0.01,0.01","-99,5292,5724,3839,5442","-1.00,0.01,0.01,0.01,0.01","705207,740434,771833,802480,835254","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","74,78,75,76,74","505,507,505,505,504","20,20,20,20,20","{-81,-95,-95,-256},{-86,-97,-97,-256},{-82,-96,-96,-256}","{5.60,-7.50,-20.00,-20.00},{56.80,69.10,-20.00,-20.00},{5.60,69.40,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:53.162,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,3,4,4,4","23,23,23,22,22","8,6,8,11,7","6,6,5,4,5","15,14,11,5,6","0.01,0.01,0.00,0.00,0.10","0.03,0.00,0.05,0.14,0.01","-6.0,-7.0,-4.0,-6.0,-7.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","13,11,13,27,12","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.02,-1.00,0.01,-1.00,0.01","5591,-99,6701,-99,4469","0.01,-1.00,0.01,-1.00,0.01","721463,756728,787518,819330,849814","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","76,74,78,76,74","505,504,488,505,504","20,20,20,20,20","{-81,-94,-94,-256},{-81,-97,-97,-256},{-81,-96,-96,-256}","{5.60,43.80,-20.00,-20.00},{5.60,69.00,-20.00,-20.00},{-20.00,18.10,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:54.373,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,3,4","22,23,22,23,22","8,9,12,7,9","8,6,6,7,4","5,14,5,16,4","0.00,0.00,0.00,0.00,0.00","0.01,0.02,0.04,0.04,0.04","-5.0,-6.0,-7.0,-7.0,-7.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","81,22,41,7,8","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,0.01,0.01,-1.00","5292,5724,3839,5442,-99","0.01,0.01,0.01,0.01,-1.00","740434,771833,802480,835254,862343","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","78,75,76,74,74","507,505,505,504,504","20,20,20,20,20","{-84,-98,-98,-256},{-83,-95,-95,-256},{-82,-96,-96,-256}","{-20.00,18.10,-20.00,-20.00},{5.60,18.20,-20.00,-20.00},{56.80,43.80,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:55.646,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,3,4,4","23,22,23,22,23","9,12,7,9,13","6,6,7,4,3","14,5,16,4,12","0.00,0.00,0.00,0.00,0.02","0.02,0.04,0.04,0.04,0.00","-6.0,-7.0,-7.0,-7.0,-6.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","22,41,7,8,6","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,0.01,-1.00,0.01","5724,3839,5442,-99,2093","0.01,0.01,0.01,-1.00,0.01","771833,802480,835254,862343,887510","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","75,76,74,74,75","505,505,504,504,505","20,20,20,20,20","{-83,-99,-99,-256},{-82,-96,-96,-256},{-81,-98,-98,-256}","{5.60,-7.70,-20.00,-20.00},{5.60,69.40,-20.00,-20.00},{31.20,69.40,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:57.028,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,4,4","23,22,22,22,23","8,11,7,9,8","5,4,5,6,5","11,5,6,4,8","0.00,0.00,0.10,0.00,0.00","0.05,0.14,0.01,0.01,0.01","-4.0,-6.0,-7.0,-6.0,-5.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","13,27,12,18,9","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,-1.00,0.01,0.01,-1.00","6701,-99,4469,1653,-99","0.01,-1.00,0.01,0.01,-1.00","787518,819330,849814,875117,904390","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","78,76,74,74,75","488,505,504,505,506","20,20,20,20,20","{-86,-97,-97,-256},{-81,-96,-96,-256},{-79,-95,-95,-256}","{56.80,69.10,-20.00,-20.00},{-20.00,18.10,-20.00,-20.00},{56.80,44.00,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:58.370,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,3,4,4,4","22,23,22,23,23","12,7,9,13,8","6,7,4,3,4","5,16,4,12,13","0.00,0.00,0.00,0.02,0.00","0.04,0.04,0.04,0.00,0.00","-7.0,-7.0,-7.0,-6.0,-7.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","41,7,8,6,3","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,-1.00,0.01,0.01","3839,5442,-99,2093,4059","0.01,0.01,-1.00,0.01,0.01","802480,835254,862343,887510,917122","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","76,74,74,75,73","505,504,504,505,504","20,20,20,20,20","{-81,-97,-97,-256},{-82,-96,-96,-256},{-82,-97,-97,-256}","{5.60,69.00,-20.00,-20.00},{56.80,43.80,-20.00,-20.00},{5.60,69.30,-20.00,-20.00}",0,{122},4
2025-10-26 19:54:59.795,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","3,4,4,4,4","23,22,23,23,23","7,9,13,8,9","7,4,3,4,6","16,4,12,13,13","0.00,0.00,0.02,0.00,0.04","0.04,0.04,0.00,0.00,0.04","-7.0,-7.0,-6.0,-7.0,-6.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","7,8,6,3,9","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,-1.00,0.01,0.01,0.01","5442,-99,2093,4059,3988","0.01,-1.00,0.01,0.01,0.01","835254,862343,887510,917122,1186285","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","74,74,75,73,74","504,504,505,504,505","20,20,20,20,20","{-82,-95,-95,-256},{-81,-98,-98,-256},{-81,-95,-95,-256}","{-20.00,69.60,-20.00,-20.00},{31.20,69.40,-20.00,-20.00},{-20.00,-7.30,-20.00,-20.00}",0,{122},4
2025-10-26 19:55:01.030,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,4,3","22,22,23,22,22","7,9,8,9,9","5,6,5,6,8","6,4,8,4,4","0.10,0.00,0.00,0.00,0.05","0.01,0.01,0.01,0.03,0.02","-7.0,-6.0,-5.0,-6.0,-6.0","0.0,0.0,0.0,0.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","12,18,9,18,27","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,-1.00,0.01,-1.00","4469,1653,-99,3559,-99","0.01,0.01,-1.00,0.01,-1.00","849814,875117,904390,932091,968049","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","74,74,75,74,74","504,505,506,505,505","20,20,20,20,20","{-82,-96,-96,-256},{-79,-95,-95,-256},{-82,-94,-94,-256}","{5.60,69.40,-20.00,-20.00},{56.80,44.00,-20.00,-20.00},{31.20,-7.40,-20.00,-20.00}",0,{122},4
2025-10-26 19:55:02.449,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,4,4","22,23,23,23,22","9,13,8,9,11","4,3,4,6,7","4,12,13,13,3","0.00,0.02,0.00,0.04,0.09","0.04,0.00,0.00,0.04,0.00","-7.0,-6.0,-7.0,-6.0,-99.0","0.0,0.0,0.0,0.0,-99.0","-1.0,-1.0,-1.0,-1.0,-1.0","8,6,3,9,53","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","-1.00,0.01,0.01,0.01,0.01","-99,2093,4059,3988,3684","-1.00,0.01,0.01,0.01,0.01","862343,887510,917122,1186285,739212","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","74,75,73,74,-99","504,505,504,505,-99","20,20,20,20,20","{-81,-96,-96,-256},{-82,-97,-97,-256},{-82,-93,-93,-256}","{-20.00,18.10,-20.00,-20.00},{5.60,69.30,-20.00,-20.00},{56.80,69.50,-20.00,-20.00}",0,{122},4
2025-10-26 19:55:03.849,0,0,0,0,0,"9,9,9,9,9","9,9,9,9,9","2,2,2,2,2","4,4,4,4,4","23,23,23,22,22","13,8,9,11,10","3,4,6,7,10","12,13,13,3,4","0.02,0.00,0.04,0.09,0.07","0.00,0.00,0.04,0.00,0.05","-6.0,-7.0,-6.0,-99.0,-6.0","0.0,0.0,0.0,-99.0,0.0","-1.0,-1.0,-1.0,-1.0,-1.0","6,3,9,53,28","-1.0,-1.0,-1.0,-1.0,-1.0","-1.0,-1.0,-1.0,-1.0,-1.0","-1,-1,-1,-1,-1","0.01,0.01,0.01,0.01,-1.00","2093,4059,3988,3684,-99","0.01,0.01,0.01,0.01,-1.00","887510,917122,1186285,739212,1026769","-1.0,-1.0,-1.0,-1.0,-1.0","5,5,5,5,5","0,0,0,0,0","-1,-1,-1,-1,-1","0.00,0.00,0.00,0.00,0.00","-111.00,-111.00,-111.00,-111.00,-111.00","-111.00,-111.00,-111.00,-111.00,-111.00","75,73,74,-99,73","505,504,505,-99,506","20,20,20,20,20","{-79,-95,-95,-256},{-81,-95,-95,-256},{-85,-102,-102,-94}","{31.20,43.90,-20.00,-20.00},{-20.00,-7.30,-20.00,-20.00},{5.70,43.50,24.50,26.00}",0,{122},4
